,msg,count
9630,匯價,2
9631,匯入,4
9632,匯出,3
9633,匯市,1
9634,匯率,3
9635,匯豐,10
9636,匯豐e,1
9637,匯豐現,1
9638,匹敵,1
9639,区分,1
9640,区别,2
9641,匿名,2
9642,區plan,6
9643,區plan其實,1
9644,區share,1
9645,區係,1
9646,區內,1
9647,區區,1
9648,區域,7
9649,區定,2
9650,區尼,1
9651,區愈,1
9652,區數,1
9653,區文,1
9654,區益,1
9655,區計,1
9656,區間,3
9657,十一,16
9658,十一日,3
9659,十一月,3
9660,十三,1
9661,十九,3
9662,十二,62
9663,十二月,6
9664,十五,2
9665,十五十六,1
9666,十佳,1
9667,十個,7
9668,十全十美,1
9669,十八,3
9670,十六,1
9671,十分,27
9672,十卜,1
9673,十四,3
9674,十字,2
9675,十字旋,2
9676,十幾g,1
9677,十幾年,3
9678,十幾萬,74
9679,十月,11
9680,十條街,2
9681,十皮,1
9682,十萬,14
9683,十萬個,3
9684,十萬八萬,1
9685,十萬計,1
9686,十號,1
9687,十蚊一日,1
9688,十隻手,1
9689,十零,5
9690,十點,4
9691,千5,1
9692,千fa,2
9693,千五,1
9694,千但,1
9695,千億,5
9696,千元and,1
9697,千元機,2
9698,千先,1
9699,千克,2
9700,千出,1
9701,千千萬,1
9702,千奇,1
9703,千幾,2
9704,千幾note,1
9705,千幾文android,72
9706,千挑萬,1
9707,千放,1
9708,千方百计,1
9709,千百,1
9710,千石,1
9711,千華,1
9712,千萬,21
9713,千萬別,1
9714,千萬部,2
9715,千蚊乜機,1
9716,千買,2
9717,千買部,1
9718,千足,1
9719,千都,2
9720,千里傳,1
9721,千零,6
9722,升仲,1
9723,升值,1
9724,升價,1
9725,升咗,2
9726,升唔,1
9727,升喎,1
9728,升坑,1
9729,升城,2
9730,升堡,1
9731,升左,4
9732,升左vip,1
9733,升左之後,1
9734,升左勁,1
9735,升左甘耐,1
9736,升左職,1
9737,升幅,4
9738,升息,4
9739,升法,1
9740,升溫,1
9741,升級,64
9742,升級系統,1
9743,升级,2
9744,升職,2
9745,升詐,1
9746,升降,1
9747,升魔物,2
9748,午吃飯,1
9749,午安,25
9750,午飯,1
9751,午餐,15
9752,半下方,72
9753,半信,1
9754,半個,3
9755,半個月,3
9756,半個月鋼,1
9757,半個鐘,1
9758,半個階,1
9759,半價,3
9760,半制,1
9761,半創,2
9762,半唔知,2
9763,半啦骨,2
9764,半圓,1
9765,半壁江山,1
9766,半夜,3
9767,半夜會,1
9768,半套藍,2
9769,半導,5
9770,半島,5
9771,半年,5
9772,半日,10
9773,半熟雨,1
9774,半粒,1
9775,半純雨,3
9776,半純雨兄,1
9777,半肥,1
9778,半製,2
9779,半見,2
9780,半費,1
9781,半趨勢,1
9782,半部,1
9783,半鐘,1
9784,半隻,3
9785,半餐,1
9786,半點,1
9787,华为,16
9788,华为区,1
9789,华姐,1
9790,华婶,1
9791,华强,1
9792,华為,3
9793,卑視,1
9794,卓立,2
9795,卓越,5
9796,協作,1
9797,協力,1
9798,協助,9
9799,協商,1
9800,協定,1
9801,協會,3
9802,協調,2
9803,協議,8
9804,单元,1
9805,单卡,1
9806,南亞,6
9807,南亞人,2
9808,南亞人係,1
9809,南亞幫,2
9810,南亞村,1
9811,南亞科,1
9812,南區,1
9813,南山,1
9814,南瓜,4
9815,南羅,1
9816,南美,1
9817,南美國,1
9818,南非,5
9819,南韓,1
9820,博boss,1
9821,博下,1
9822,博士,4
9823,博大,1
9824,博客,2
9825,博格,1
9826,博派,1
9827,博物館,4
9828,卜嘢,3
9829,卜小米,1
9830,卜果d,1
9831,占卜,2
9832,占比,2
9833,卡autopay,1
9834,卡blacklist,1
9835,卡csl,1
9836,卡data,4
9837,卡secondary,1
9838,卡t3,1
9839,卡一esim,1
9840,卡不hold,1
9841,卡事,2
9842,卡人,1
9843,卡仲有咩路,1
9844,卡任,1
9845,卡位,1
9846,卡住,2
9847,卡佢,1
9848,卡便會,2
9849,卡係,6
9850,卡係咪,2
9851,卡係抄國,1
9852,卡係新,1
9853,卡其實,1
9854,卡冇事,1
9855,卡出街,1
9856,卡单,1
9857,卡卡,1
9858,卡可吾,1
9859,卡咪,1
9860,卡咭扣,1
9861,卡唔,1
9862,卡問題,1
9863,卡喎,1
9864,卡單,1
9865,卡喺,1
9866,卡嚟,1
9867,卡囉,2
9868,卡市場,1
9869,卡座,1
9870,卡得,1
9871,卡應,1
9872,卡所以,1
9873,卡手機,1
9874,卡打,1
9875,卡拉,1
9876,卡掹,1
9877,卡插聯,1
9878,卡數,4
9879,卡數據,1
9880,卡暫時,1
9881,卡會,2
9882,卡机,1
9883,卡槽,2
9884,卡槽狀態,1
9885,卡機,9
9886,卡沒,1
9887,卡為,3
9888,卡無雙,1
9889,卡版番,1
9890,卡特,1
9891,卡甘都唔錯,1
9892,卡產,1
9893,卡用,2
9894,卡用來,1
9895,卡番,1
9896,卡當,2
9897,卡真,1
9898,卡簽可減,1
9899,卡系,1
9900,卡系統,1
9901,卡號碼,1
9902,卡試,2
9903,卡調,1
9904,卡講,1
9905,卡變,1
9906,卡買,4
9907,卡買其實,1
9908,卡買齋機,1
9909,卡辛兄,1
9910,卡農,1
9911,卡送,2
9912,卡通,8
9913,卡進,1
9914,卡選項,1
9915,卡鑽石,1
9916,卡開通,1
9917,卡雙代咁,1
9918,卡雙特,1
9919,卡頂級,2
9920,卡頓,1
9921,卡頓係乜,1
9922,印d,1
9923,印俾,1
9924,印刷,3
9925,印印,1
9926,印問,1
9927,印喎,1
9928,印埋,1
9929,印尼,3
9930,印度,21
9931,印忍,1
9932,印花送,1
9933,印證,1
9934,印象,9
9935,危危孚,1
9936,危在旦夕,1
9937,危害,3
9938,危險,14
9939,即使,33
9940,即便,5
9941,即刻,23
9942,即可,18
9943,即可check,1
9944,即場,11
9945,即日,10
9946,即时,1
9947,即知,1
9948,即閃,1
9949,即開,1
9950,却说,1
9951,卵貴,1
9952,卵野,1
9953,卷咁,1
9954,卷積,2
9955,卻步,3
9956,厂商,1
9957,厄咗,1
9958,压轴,1
9959,厘米,1
9960,厘部,1
9961,厚tim,1
9962,厚七刀,1
9963,厚多士咁,1
9964,厚太,1
9965,厚好多,1
9966,厚實,1
9967,厚度,3
9968,厚愛,1
9969,厚望,1
9970,厚硬無恥,1
9971,厚邊,1
9972,厚重,1
9973,厚重感,1
9974,厚面,2
9975,原來,181
9976,原來人,2
9977,原係係咁,2
9978,原價,80
9979,原價出機,1
9980,原價平,2
9981,原價買,1
9982,原先,66
9983,原全,1
9984,原則,3
9985,原創,4
9986,原因,200
9987,原始,5
9988,原定,1
9989,原廠,19
9990,原廠電,1
9991,原文,3
9992,原文連結,1
9993,原於,1
9994,原有,2
9995,原本,65
9996,原材料,2
9997,原来,3
9998,原果,1
9999,原檔,1
10000,原汁原味,2
10001,原版,2
10002,原理,7
10003,原生,8
10004,原舊機,1
10005,原色,2
10006,原装电,1
10007,原裝,20
10008,原裝線,1
10009,原裝電,2
10010,原諒,2
10011,原送,1
10012,原點,1
10013,厭人,1
10014,厭惡,1
10015,厭棄,1
10016,厭煩,1
10017,厰線,1
10018,厲害,11
10019,厲曼婷,1
10020,去fb,1
10021,去playstore,72
10022,去set,1
10023,去世,2
10024,去人,1
10025,去付,1
10026,去個間,1
10027,去別,1
10028,去力,2
10029,去去,1
10030,去年,32
10031,去年底,1
10032,去廁,1
10033,去手機,1
10034,去掉,1
10035,去果度,7
10036,去測,1
10037,去番,1
10038,去觀塘,1
10039,去計,2
10040,去買,2
10041,去路,1
10042,去過,20
10043,去邊,7
10044,去都係果,1
10045,去門,13
10046,去門市,12
10047,去除,2
10048,去陪mary,2
10049,去電,1
10050,参数,1
10051,参考,1
10052,参預,2
10053,參加,22
10054,參加唔,1
10055,參加者,1
10056,參展,1
10057,參數,4
10058,參眾,1
10059,參翅肚,1
10060,參考,9
10061,參與,3
10062,參觀,2
10063,參詳,60
10064,參議,1
10065,參賽,3
10066,參賽時,1
10067,參賽者,1
10068,又貴,1
10069,又長期,1
10070,叉iphone,1
10071,叉switch,1
10072,叉冇電,6
10073,叉叉,1
10074,叉吾到電,1
10075,叉會,1
10076,叉會點,1
10077,叉機,1
10078,叉燒,2
10079,叉用,3
10080,叉緊,2
10081,叉緊電,1
10082,叉線,1
10083,叉電,85
10084,叉電器,1
10085,叉電板,1
10086,叉電盒,1
10087,叉電站,4
10088,及x,2
10089,及其,2
10090,及台,1
10091,及早,5
10092,及格,1
10093,友商,1
10094,友好,4
10095,友獲,1
10096,友試,1
10097,友防,1
10098,双11,1
10099,双sim,7
10100,双卡,2
10101,双卡机,1
10102,双境,1
10103,双待,1
10104,反cup77,1
10105,反中,12
10106,反之,1
10107,反光,1
10108,反制,2
10109,反動,1
10110,反向,1
10111,反吧,1
10112,反咗,1
10113,反啲,2
10114,反壓,1
10115,反天理,1
10116,反對,3
10117,反常,2
10118,反彈,16
10119,反彈來,1
10120,反復,1
10121,反思,2
10122,反感,5
10123,反應,28
10124,反抄,1
10125,反擊,2
10126,反政府,1
10127,反映,17
10128,反智,1
10129,反正,102
10130,反正粒,1
10131,反然,1
10132,反番,1
10133,反省,1
10134,反而,98
10135,反而部,1
10136,反臉,2
10137,反舊機,1
10138,反華,1
10139,反落,1
10140,反觀,4
10141,反輕,1
10142,反轉,6
10143,反過,1
10144,反醒,2
10145,反雙,3
10146,反香,2
10147,反駁,2
10148,反鬥,1
10149,发售,1
10150,发布,2
10151,发布会,1
10152,发现,1
10153,发电,1
10154,发表,1
10155,发达,2
10156,叔and,3
10157,叔note,1
10158,叔note2,1
10159,叔s7,1
10160,叔veilside,2
10161,叔來,1
10162,叔叔,10
10163,叔唔識,2
10164,叔學,1
10165,叔探,1
10166,叔教,2
10167,叔會,1
10168,叔機,1
10169,叔發,2
10170,叔邊,1
10171,叔部,1
10172,叔醉駕,1
10173,取android,1
10174,取oled,1
10175,取代,19
10176,取代人,1
10177,取代品,1
10178,取價,1
10179,取决于,1
10180,取勝,1
10181,取及,1
10182,取嘅,1
10183,取巧,1
10184,取得,10
10185,取捨,2
10186,取機,17
10187,取消,42
10188,取用,1
10189,取秘,1
10190,取義,1
10191,取走,1
10192,受不了,4
10193,受傷,5
10194,受內,1
10195,受到,21
10196,受制,2
10197,受害,2
10198,受害人,2
10199,受害者,8
10200,受影,1
10201,受得起,2
10202,受怕,1
10203,受惠於,1
10204,受歡,2
10205,受歡迎,2
10206,受理,1
10207,受眾,1
10208,受訪者,4
10209,受責,1
10210,受軟吾受,1
10211,受返,1
10212,受騙,2
10213,变化,2
10214,变咗,1
10215,叛國賊,1
10216,口中,17
10217,口係,1
10218,口同,2
10219,口味,5
10220,口問,1
10221,口岸,1
10222,口幫楓,2
10223,口感,3
10224,口服液,2
10225,口水,3
10226,口派,1
10227,口用,1
10228,口碑,1
10229,口福,1
10230,口罩,217
10231,口罩罩,72
10232,口號,1
10233,口裏,1
10234,口講,1
10235,口身,1
10236,口頭,1
10237,口馬,3
10238,口齒,1
10239,古代,1
10240,古典,2
10241,古力,3
10242,古唔,1
10243,古巨,1
10244,古巨基,2
10245,古怪,2
10246,古惑,14
10247,古惑or,1
10248,古惑易縮,4
10249,古月,2
10250,古羅,1
10251,古羅卡,1
10252,古董,2
10253,古語云,2
10254,句係,1
10255,句句,1
10256,句囉,1
10257,句妙句,1
10258,句子,1
10259,句話,2
10260,句野,1
10261,句點,1
10262,另一方面,3
10263,另外,101
10264,另收,1
10265,另現,1
10266,另行,12
10267,另計,4
10268,另費,1
10269,只set,1
10270,只不比,2
10271,只不过,1
10272,只不過,21
10273,只不過係,1
10274,只不過係兵,1
10275,只不過系,1
10276,只不過頭,2
10277,只係,2
10278,只保,1
10279,只保證,1
10280,只可於門市,1
10281,只好,8
10282,只得,82
10283,只懂,1
10284,只批,1
10285,只插,1
10286,只是,126
10287,只會,11
10288,只有,276
10289,只有儍仔,1
10290,只有名,1
10291,只有蝕,1
10292,只殼,1
10293,只求,1
10294,只活,1
10295,只獲,2
10296,只用,11
10297,只知,3
10298,只碌,1
10299,只能,51
10300,只裝,1
10301,只要,167
10302,只見,1
10303,只計,1
10304,只設,2
10305,只識,1
10306,只過,1
10307,只過data,1
10308,只限,3
10309,只限iphone,1
10310,只靜默,1
10311,叫做,6
10312,叫停,1
10313,叫好,1
10314,叫定,1
10315,叫果,1
10316,叫火,2
10317,叫美,1
10318,叫落雨,2
10319,叫貴,1
10320,召到,1
10321,召喚,6
10322,召回,1
10323,召盟友,2
10324,叮噹,2
10325,可waive,1
10326,可上,1
10327,可不,1
10328,可不戴套,1
10329,可乘,1
10330,可付,1
10331,可令人臉,1
10332,可以,2713
10333,可作,5
10334,可來,1
10335,可取,1
10336,可取機,1
10337,可口可樂,2
10338,可否,11
10339,可唔,96
10340,可岀,1
10341,可彎曲,16
10342,可怕,14
10343,可惜,201
10344,可惜部,1
10345,可愛,11
10346,可愛d,1
10347,可憐,67
10348,可手,2
10349,可换,1
10350,可敵國,1
10351,可施,1
10352,可是,5
10353,可望,1
10354,可樂,1
10355,可比,2
10356,可比擬,1
10357,可滿,1
10358,可用,27
10359,可用性,1
10360,可當ipad,1
10361,可疑,1
10362,可盡減,1
10363,可知,2
10364,可禁買,1
10365,可稱,1
10366,可笑,3
10367,可節省,1
10368,可級性,1
10369,可能,730
10370,可能人,1
10371,可能性,4
10372,可行,5
10373,可行性,1
10374,可複製,1
10375,可見,4
10376,可視,1
10377,可視化,3
10378,可視角,1
10379,可觀,2
10380,可言,4
10381,可設,1
10382,可調,1
10383,可輸,1
10384,可送,1
10385,可避免,1
10386,可靠,2
10387,可靠性,1
10388,台㗎,1
10389,台主,1
10390,台仔,1
10391,台仲,1
10392,台佢,1
10393,台係,1
10394,台個,5
10395,台儍,1
10396,台儲,1
10397,台剛,1
10398,台劇,1
10399,台化,1
10400,台北,3
10401,台卡,1
10402,台嘅,1
10403,台塑化,1
10404,台塑四寶,1
10405,台夠期,1
10406,台妹,2
10407,台客,1
10408,台幣,2
10409,台度,1
10410,台新金,1
10411,台星,1
10412,台機,3
10413,台湾,1
10414,台灣,59
10415,台獨,1
10416,台積,9
10417,台積電,6
10418,台續,61
10419,台股,12
10420,台講,1
10421,台譯,1
10422,台買,2
10423,台費,6
10424,台送,1
10425,台部,1
10426,台錢,1
10427,台長期,1
10428,史以來,1
10429,史實,1
10430,史盲啦,1
10431,史迪仔,4
10432,右上,1
10433,右上方,1
10434,右上角,2
10435,右下,3
10436,右制,1
10437,右度,2
10438,右影,1
10439,右邊,2
10440,右面果,1
10441,号码,2
10442,司機,1
10443,叻叻,3
10444,叻喎,2
10445,叻極,1
10446,叻豬,1
10447,吃力,1
10448,吃喝,5
10449,吃喝玩,1
10450,吃藥,2
10451,吃飯,1
10452,各c,1
10453,各人,64
10454,各位,123
10455,各個,3
10456,各出,2
10457,各區,1
10458,各取,1
10459,各國,2
10460,各地,10
10461,各型號,1
10462,各師兄教,1
10463,各式,3
10464,各方,1
10465,各有優,1
10466,各有千秋,1
10467,各業,1
10468,各樣,5
10469,各眼,4
10470,各種,8
10471,各自,1
10472,各臺,1
10473,各舖,1
10474,各部,1
10475,各間,1
10476,各電,1
10477,各項,3
10478,合乎,4
10479,合伙人,2
10480,合作,25
10481,合來,1
10482,合力,2
10483,合合嘅,2
10484,合同,3
10485,合唱,2
10486,合外,2
10487,合大眾,1
10488,合宜囡囡,1
10489,合彩,2
10490,合情,3
10491,合晒工,1
10492,合格,4
10493,合法,1
10494,合照,1
10495,合理,36
10496,合理化,1
10497,合理性,2
10498,合用,2
10499,合約,28
10500,合約仲,1
10501,合約期,1
10502,合约,1
10503,合資,3
10504,合辦,2
10505,合金,1
10506,吉利,1
10507,吉士,2
10508,吉歐,2
10509,吊fing,1
10510,吊住,1
10511,吊佢,1
10512,吊台,1
10513,吊唔,1
10514,吊囉,1
10515,吊膽,1
10516,吊高,1
10517,吋型,1
10518,吋後,2
10519,吋隻,1
10520,同6,1
10521,同android,1
10522,同backup,1
10523,同c,1
10524,同d,20
10525,同dsd,1
10526,同earpod,72
10527,同face,1
10528,同fb個,2
10529,同game,3
10530,同google,1
10531,同grade,1
10532,同i8,1
10533,同ios,3
10534,同ipad,1
10535,同iphone,12
10536,同iphone8分,1
10537,同iphonex,2
10538,同ipxs,1
10539,同laptop,1
10540,同lcd,1
10541,同mary,4
10542,同max,2
10543,同mouse,1
10544,同oled比,1
10545,同open,1
10546,同oppo,1
10547,同os,1
10548,同passport,1
10549,同plan,1
10550,同player,1
10551,同plus,1
10552,同porsche,2
10553,同ps2,1
10554,同se,1
10555,同sensor,1
10556,同ser,2
10557,同shure,1
10558,同smartone,1
10559,同spec,1
10560,同sun,1
10561,同super,1
10562,同v20,1
10563,同whatsapp,1
10564,同x,2
10565,同xs,8
10566,同一,30
10567,同一企業,1
10568,同一個,13
10569,同一個database,1
10570,同一日,1
10571,同一條村,2
10572,同一樣sim2,1
10573,同一角,2
10574,同一計,1
10575,同一開,1
10576,同三星,1
10577,同上,2
10578,同中,2
10579,同中國,5
10580,同事,29
10581,同事部,1
10582,同人,4
10583,同人訴,1
10584,同人講,2
10585,同仇,4
10586,同代理,1
10587,同伴,2
10588,同佢,3
10589,同保路,1
10590,同保路斯喺,1
10591,同修,1
10592,同個,10
10593,同值,2
10594,同價值,1
10595,同價錢,1
10596,同內,1
10597,同冰個,1
10598,同前後,1
10599,同創,1
10600,同劉德華,1
10601,同勞,1
10602,同半日,4
10603,同原,2
10604,同叛國,1
10605,同台,1
10606,同同,1
10607,同同事,2
10608,同名,1
10609,同咗,1
10610,同哂,1
10611,同問,4
10612,同啲,1
10613,同喜,1
10614,同囉,1
10615,同埋d,1
10616,同埋email,1
10617,同埋iphone,1
10618,同埋印,1
10619,同埋站,1
10620,同埋部,2
10621,同外,2
10622,同多,1
10623,同大,1
10624,同天鴿,2
10625,同好,1
10626,同姐,1
10627,同學,2
10628,同安,1
10629,同宴,1
10630,同少量,1
10631,同屏器,2
10632,同山,1
10633,同工人,1
10634,同師兄,1
10635,同年化,2
10636,同廠,1
10637,同志,1
10638,同思,1
10639,同性,1
10640,同情,3
10641,同意,126
10642,同感,9
10643,同手,16
10644,同抄,1
10645,同敎,1
10646,同敘利亞,1
10647,同教,1
10648,同教主,2
10649,同文,1
10650,同日,1
10651,同时,1
10652,同昌,2
10653,同時,53
10654,同時test,1
10655,同時間,1
10656,同期,7
10657,同林,2
10658,同果,1
10659,同樓,2
10660,同樓主,2
10661,同樣,108
10662,同欣旺,1
10663,同歌,1
10664,同步,20
10665,同步發,3
10666,同步開,1
10667,同毒,2
10668,同求,2
10669,同港,1
10670,同火野,2
10671,同獲,1
10672,同班,1
10673,同班r,3
10674,同理,61
10675,同生,4
10676,同用,72
10677,同男,2
10678,同盟,1
10679,同相,1
10680,同租,1
10681,同程,1
10682,同等,3
10683,同級,7
10684,同經,1
10685,同網,1
10686,同續,3
10687,同胞,5
10688,同腦,1
10689,同自尊,1
10690,同舊,73
10691,同色,2
10692,同芒唔,1
10693,同花旗,1
10694,同華,2
10695,同蛋,1
10696,同行,1
10697,同街,1
10698,同許,2
10699,同詠,1
10700,同誰,2
10701,同貴機,1
10702,同買,1
10703,同質素,3
10704,同路,4
10705,同轉,1
10706,同部,2
10707,同錢幣,2
10708,同錶,1
10709,同門,3
10710,同陸,1
10711,同隊,1
10712,同電,4
10713,同音量,1
10714,同順,1
10715,同額,1
10716,同類,4
10717,同類班game,1
10718,名中,2
10719,名人,1
10720,名來,1
10721,名信,1
10722,名價性,1
10723,名句,1
10724,名單,42
10725,名嗎,1
10726,名好,1
10727,名字,13
10728,名山,1
10729,名己,1
10730,名師,4
10731,名店,2
10732,名廢,1
10733,名撼,2
10734,名改,2
10735,名氣,1
10736,名為,7
10737,名牌,13
10738,名畫,1
10739,名稱,9
10740,名義,1
10741,名言,1
10742,名設,2
10743,名道,1
10744,名都,1
10745,名長,2
10746,名額,9
10747,后备,1
10748,后悔,2
10749,后面,1
10750,吐槽,4
10751,向上,14
10752,向來,3
10753,向前,1
10754,吓esim,1
10755,吓itunes,1
10756,吓m,1
10757,吓update,1
10758,吓事,1
10759,吓人,2
10760,吓佢,1
10761,吓力,5
10762,吓哥,1
10763,吓唔,1
10764,吓喎,2
10765,吓妳,2
10766,吓師,2
10767,吓幫,1
10768,吓手,1
10769,吓會,1
10770,吓機,1
10771,吓用,1
10772,吓紙,1
10773,吓腦,2
10774,吓計,2
10775,吓話,2
10776,吓講,2
10777,吓邊,2
10778,吓部,1
10779,吓關,1
10780,吓食,1
10781,吓駁,1
10782,吓鬼,1
10783,吓點,2
10784,吖嘛,2
10785,吖幾,3
10786,吖腸,1
10787,君主,2
10788,君選,1
10789,吞噬,1
10790,否iphone,2
10791,否lighning,1
10792,否出,1
10793,否則,33
10794,否加,1
10795,否加買,1
10796,否升,1
10797,否定,4
10798,否差,1
10799,否拆,1
10800,否認,3
10801,否過,1
10802,吧會,1
10803,吩咐,1
10804,含機,1
10805,含量,2
10806,听pop,1
10807,听感,1
10808,听说,1
10809,吱牙,1
10810,吳克羣,1
10811,吳若希,1
10812,吳雨,1
10813,吳雨霏,3
10814,吵吵鬧,1
10815,吵架,3
10816,吸式,2
10817,吸引,71
10818,吸引力,16
10819,吸收,3
10820,吸毒,1
10821,吸睛,2
10822,吸血,2
10823,吸錢,2
10824,吸麻,1
10825,吹佢,1
10826,吹勢減,1
10827,吹咩,2
10828,吹噓手機,1
10829,吹水,5
10830,吹虛,1
10831,吹開,2
10832,吻會,2
10833,吾hold,1
10834,吾support4g,1
10835,吾企,1
10836,吾係,1
10837,吾信,1
10838,吾值,1
10839,吾廣,1
10840,吾數,1
10841,吾明,2
10842,吾易入,1
10843,吾會,107
10844,吾止,1
10845,吾滿,1
10846,吾知,4
10847,吾色扮色,2
10848,吾見,1
10849,吾觉,1
10850,吾記,5
10851,吾該,2
10852,吾識,5
10853,吾識多個,3
10854,吾識點,1
10855,吾買,2
10856,吾通,1
10857,吾錯,1
10858,吾錯喎,1
10859,吾順部,1
10860,呀師,2
10861,呃人,7
10862,呃啫,1
10863,呃果,1
10864,呆旦,2
10865,呆灣,2
10866,呆灣省,1
10867,呈現,2
10868,告佢,2
10869,告入,1
10870,告別,2
10871,告哥,1
10872,告指,1
10873,告時,1
10874,告歌,2
10875,告爆,1
10876,告發,1
10877,告相片,1
10878,告知,4
10879,告蘋,2
10880,告訴,6
10881,告返,1
10882,呎吋,2
10883,呔夾,1
10884,呕一千,1
10885,呢d,65
10886,呢代,2
10887,呢件,3
10888,呢份,5
10889,呢位,1
10890,呢佬連,1
10891,呢例如,1
10892,呢個,331
10893,呢個價,1
10894,呢個咪,16
10895,呢個岩,1
10896,呢個市,1
10897,呢刻,1
10898,呢區,1
10899,呢句,9
10900,呢啲,2
10901,呢啲咪,1
10902,呢啲野,2
10903,呢單,1
10904,呢家,2
10905,呢師兄,1
10906,呢幾,1
10907,呢幾代,1
10908,呢幾年,1
10909,呢幾日,2
10910,呢度,153
10911,呢張,11
10912,呢張相,2
10913,呢後,1
10914,呢怪,2
10915,呢排,19
10916,呢条,1
10917,呢樣,33
10918,呢樣嘢,2
10919,呢樣真,1
10920,呢次,8
10921,呢段,4
10922,呢版,3
10923,呢班,2
10924,呢班人,1
10925,呢知,1
10926,呢種,2
10927,呢種畫,1
10928,呢篇係,1
10929,呢粒,2
10930,呢組,1
10931,呢道,1
10932,呢邊,7
10933,呢部,37
10934,呢部机,1
10935,呢間,8
10936,呢間囉,60
10937,呢間野,2
10938,呢隻,2
10939,呢隻game,4
10940,呢隻色,1
10941,呢類,3
10942,呢首,2
10943,呢點,6
10944,呢ｄ,6
10945,周一,1
10946,周二,5
10947,周二晚間,1
10948,周五,3
10949,周五一,1
10950,周俞,1
10951,周傑倫,1
10952,周先生,1
10953,周到,2
10954,周四,1
10955,周國,2
10956,周圍,10
10957,周圍遊,2
10958,周子揚,1
10959,周年,6
10960,周延,2
10961,周才,1
10962,周救,1
10963,周星,1
10964,周末,1
10965,周杰,15
10966,周柏豪,11
10967,周永康,1
10968,周生點,1
10969,周產,1
10970,周經網,1
10971,周維,1
10972,周線,1
10973,周華,1
10974,周街,4
10975,周身,3
10976,周邊,8
10977,周關,1
10978,周頻頻,1
10979,呱呱,2
10980,味d,2
10981,味兒,1
10982,味道,6
10983,呵呵,3
10984,呻乜,1
10985,呼吸,4
10986,呼喊,1
10987,命令,5
10988,命名,3
10989,命算長,1
10990,命運,3
10991,命點,1
10992,咀仔,1
10993,咀利,1
10994,咀咀,1
10995,咀巴放棄,1
10996,咀炮,1
10997,咁l,1
10998,咁㗎,1
10999,咁不如,1
11000,咁世間,1
11001,咁串人,60
11002,咁事實,5
11003,咁人,3
11004,咁人哋,1
11005,咁仆街,2
11006,咁令,2
11007,咁仲,2
11008,咁仲買,1
11009,咁似,2
11010,咁低,1
11011,咁佢,7
11012,咁便,1
11013,咁係,11
11014,咁係乜,1
11015,咁係咪,2
11016,咁係隻game,1
11017,咁個,5
11018,咁個人,1
11019,咁傷,1
11020,咁儍,1
11021,咁入,2
11022,咁其實,1
11023,咁出,1
11024,咁出機,1
11025,咁利害,1
11026,咁刻,1
11027,咁勁,6
11028,咁危,1
11029,咁即,3
11030,咁厚,3
11031,咁又ok,1
11032,咁又點,1
11033,咁叻,2
11034,咁吾掂,1
11035,咁咁,1
11036,咁咪,27
11037,咁唔,6
11038,咁問,2
11039,咁啫,1
11040,咁啱,7
11041,咁喎,2
11042,咁嘅,24
11043,咁嘅樹,2
11044,咁嘢,3
11045,咁囉,5
11046,咁堅,3
11047,咁墮,1
11048,咁壞,1
11049,咁多咩,1
11050,咁多嘢,2
11051,咁多抹,2
11052,咁多比,1
11053,咁多路,2
11054,咁多部,2
11055,咁夜,4
11056,咁夠,1
11057,咁大,3
11058,咁大膽,1
11059,咁天真,1
11060,咁女技,2
11061,咁妳,2
11062,咁始終,1
11063,咁威,1
11064,咁嬲,1
11065,咁密,2
11066,咁密劏,1
11067,咁實,1
11068,咁少,3
11069,咁少事啫,1
11070,咁少錢,1
11071,咁屈悶,1
11072,咁屎,1
11073,咁岩,3
11074,咁差,2
11075,咁巴閉,1
11076,咁師,1
11077,咁幫唔,1
11078,咁平,6
11079,咁年,2
11080,咁幾,1
11081,咁彈,2
11082,咁影,1
11083,咁得,1
11084,咁得人驚,1
11085,咁心,1
11086,咁心急,1
11087,咁忙,3
11088,咁忽係,1
11089,咁怪嘅,2
11090,咁悶,1
11091,咁想,4
11092,咁愛國,1
11093,咁慘,8
11094,咁慢,1
11095,咁慳,72
11096,咁應,12
11097,咁手,1
11098,咁換,1
11099,咁換手,1
11100,咁換機,1
11101,咁撚,3
11102,咁攬,1
11103,咁數百萬,1
11104,咁早,5
11105,咁易,1
11106,咁易做,1
11107,咁易滿足係,1
11108,咁易爆,1
11109,咁易罷工,1
11110,咁易跣手,1
11111,咁會,8
11112,咁架,3
11113,咁样,2
11114,咁棧,2
11115,咁樓其實,1
11116,咁樣,41
11117,咁樣樣,1
11118,咁樣落,1
11119,咁樣講,1
11120,咁樣點,1
11121,咁橋,1
11122,咁橋系淘,1
11123,咁機,1
11124,咁橫,1
11125,咁次,1
11126,咁正,2
11127,咁毒,1
11128,咁比,1
11129,咁求,1
11130,咁派,1
11131,咁減,1
11132,咁滯,2
11133,咁灰,2
11134,咁無品,1
11135,咁無恥,1
11136,咁煩,1
11137,咁用,9
11138,咁當,1
11139,咁痛,1
11140,咁益,4
11141,咁盡,1
11142,咁睇,2
11143,咁睇唔,1
11144,咁知,2
11145,咁神,1
11146,咁秦國,4
11147,咁窮,60
11148,咁笨咁話,1
11149,咁算,2
11150,咁米,1
11151,咁細,4
11152,咁繁,2
11153,咁罷,1
11154,咁聰,1
