,msg,count
8594,出字,2
8595,出完,4
8596,出定,3
8597,出小朋友,1
8598,出少女,1
8599,出尖沙咀,1
8600,出尺寸,2
8601,出局都好,1
8602,出屏,1
8603,出山寨版,1
8604,出左,146
8605,出左之,1
8606,出左事,1
8607,出左去,2
8608,出左又一,1
8609,出左四卡,1
8610,出左大銀,1
8611,出左好耐,1
8612,出左就,1
8613,出左屋企,1
8614,出左新,2
8615,出左新蘋,1
8616,出左未,1
8617,出左比台,1
8618,出左部,1
8619,出左都,1
8620,出差,4
8621,出差非常,1
8622,出已有,1
8623,出已經,3
8624,出市面,1
8625,出帖,4
8626,出帖子,2
8627,出帖文,1
8628,出幫,1
8629,出平,3
8630,出年先,1
8631,出年出,2
8632,出年又,1
8633,出年就,1
8634,出年新,2
8635,出年既野,1
8636,出年部新,1
8637,出幻,1
8638,出广东,1
8639,出式,1
8640,出張,2
8641,出影片,1
8642,出後,3
8643,出復,1
8644,出必,1
8645,出快,1
8646,出息,1
8647,出惠,3
8648,出想,1
8649,出愈,1
8650,出成,1
8651,出成本,1
8652,出成班果,1
8653,出手,3
8654,出手告,1
8655,出手太低,1
8656,出手市,1
8657,出手禁,1
8658,出才算,2
8659,出托,1
8660,出扮,1
8661,出拉入,1
8662,出拎,1
8663,出招,1
8664,出拨出,1
8665,出指正,1
8666,出掂,1
8667,出提示,1
8668,出插,1
8669,出收,1
8670,出改,2
8671,出放,1
8672,出政府,1
8673,出整,1
8674,出數,1
8675,出新,7
8676,出新一代,1
8677,出新係,1
8678,出新前,1
8679,出新意,1
8680,出新時,1
8681,出新更,3
8682,出新机,2
8683,出新睇,1
8684,出新碼,1
8685,出新科技,2
8686,出新系,1
8687,出新聞,1
8688,出新色,3
8689,出新見,1
8690,出於,2
8691,出旅,2
8692,出旗,2
8693,出既有,1
8694,出日期,1
8695,出明显,1
8696,出星期,2
8697,出時,11
8698,出晒,6
8699,出更,2
8700,出更新,4
8701,出會,18
8702,出未,63
8703,出果,4
8704,出果阵,1
8705,出格數,1
8706,出死,1
8707,出水滴,1
8708,出沒,3
8709,出没注意,1
8710,出油,2
8711,出法令,1
8712,出波,1
8713,出洗,1
8714,出活,3
8715,出海玩,2
8716,出減,3
8717,出激,1
8718,出火,1
8719,出炒,1
8720,出為,2
8721,出熱,1
8722,出爆,1
8723,出版,1
8724,出版面,1
8725,出牛,1
8726,出物,1
8727,出特,1
8728,出特朗普,1
8729,出现爆炸,1
8730,出用到,2
8731,出申,11
8732,出發,2
8733,出白,2
8734,出相,2
8735,出真,5
8736,出真身,1
8737,出睇,1
8738,出知,1
8739,出碌,1
8740,出社,2
8741,出禁,1
8742,出禾,1
8743,出窮,3
8744,出笑死,1
8745,出筆,1
8746,出算,3
8747,出簡體,2
8748,出糧,4
8749,出糧銀,1
8750,出紅,2
8751,出納,2
8752,出級,1
8753,出細,4
8754,出終,2
8755,出組,1
8756,出經,1
8757,出綠線,1
8758,出綠色,1
8759,出繁,2
8760,出繁体,1
8761,出耐,1
8762,出聯絡,1
8763,出聲,10
8764,出聲話,2
8765,出聲譴責,1
8766,出肉,1
8767,出自憎,1
8768,出自流,1
8769,出自由,1
8770,出臺,1
8771,出舊,3
8772,出色,2
8773,出色嘅,1
8774,出萬,1
8775,出蕉,1
8776,出藍,2
8777,出蚊,3
8778,出街,46
8779,出見,1
8780,出訂,1
8781,出計,1
8782,出記,2
8783,出訪,1
8784,出試,1
8785,出話,61
8786,出認,1
8787,出誓言,1
8788,出誰,1
8789,出讀,1
8790,出讓,1
8791,出讚,2
8792,出負,1
8793,出貨,49
8794,出貨訂,1
8795,出貴,1
8796,出買,5
8797,出費,1
8798,出賣,6
8799,出贏,1
8800,出货发达,1
8801,出走廊,1
8802,出走步伐,1
8803,出越大,2
8804,出趕,2
8805,出跑,1
8806,出身份,1
8807,出車連,2
8808,出軌,1
8809,出較,3
8810,出較適,1
8811,出返,6
8812,出送,1
8813,出這,1
8814,出遮,1
8815,出邊,6
8816,出都比人,1
8817,出都送,1
8818,出配套,1
8819,出醜,2
8820,出重,2
8821,出金色,2
8822,出鈴聲,1
8823,出銀,5
8824,出銅,2
8825,出錢,4
8826,出錯,2
8827,出鏡,1
8828,出鏡頭,5
8829,出門,2
8830,出開始,1
8831,出閘,1
8832,出關,3
8833,出隻,5
8834,出雙,29
8835,出離,1
8836,出難,1
8837,出電,1
8838,出電視,2
8839,出電話,19
8840,出靚,1
8841,出靜,1
8842,出面低,1
8843,出面冇,3
8844,出面卖,1
8845,出面報,1
8846,出面好好,3
8847,出面少,1
8848,出面左,1
8849,出面已經,1
8850,出面快,1
8851,出面收,1
8852,出面放到,1
8853,出面整,1
8854,出面料,1
8855,出面水浸,1
8856,出面睇,2
8857,出面碼,1
8858,出面細,1
8859,出面聲,73
8860,出面街,3
8861,出面買,1
8862,出面買貴,1
8863,出面電,1
8864,出面高,1
8865,出響電腦,1
8866,出頭,1
8867,出題,2
8868,出類,1
8869,出風,1
8870,出飛,3
8871,出食,1
8872,出香港,1
8873,出高位,1
8874,出黎一,1
8875,出黎又,1
8876,出黎威,1
8877,出黎就,2
8878,出黎既,1
8879,出黎果,1
8880,出黎柒,1
8881,出黎起,1
8882,出黎都,1
8883,出黑,1
8884,出黑色,2
8885,击日本,1
8886,刀上去,1
8887,刀係,1
8888,刀同苗刀而,2
8889,刀柄出,1
8890,刀系煮,2
8891,刀而改良,2
8892,刀蛋,2
8893,刀術,2
8894,分享不到,1
8895,分享兄,2
8896,分享先,2
8897,分享咪,1
8898,分享喜悦,1
8899,分享影,2
8900,分享經驗,1
8901,分享網,2
8902,分享考,1
8903,分享聞,1
8904,分享蘋,1
8905,分享見,1
8906,分享這,1
8907,分列罪,1
8908,分子手,1
8909,分子支持,1
8910,分店係,1
8911,分店買,4
8912,分手狠,1
8913,分散投,1
8914,分明個人,1
8915,分期上台,1
8916,分期主,1
8917,分期付款係,61
8918,分期作,1
8919,分期供,2
8920,分期係,180
8921,分期俾,1
8922,分期先,1
8923,分期免,1
8924,分期冇,2
8925,分期出,1
8926,分期刺激,1
8927,分期問,60
8928,分期喇,60
8929,分期將,60
8930,分期左,1
8931,分期平,1
8932,分期後,60
8933,分期息,60
8934,分期想,60
8935,分期打去,1
8936,分期收,1
8937,分期會,1
8938,分期月,1
8939,分期梗,1
8940,分期添,1
8941,分期激烈,1
8942,分期畀,1
8943,分期繳,1
8944,分期罪,1
8945,分期肉痛,1
8946,分期貴,1
8947,分期買,65
8948,分期買電話,1
8949,分期銀,1
8950,分期錢,61
8951,分期餘,1
8952,分期麻,1
8953,分析,1
8954,分析仲,1
8955,分析們,2
8956,分析卻,1
8957,分析爆,1
8958,分析爆料,1
8959,分析理解,1
8960,分析短缺,1
8961,分析能力,1
8962,分析莫,1
8963,分析話,1
8964,分析認,1
8965,分析認錯,1
8966,分析資,1
8967,分析預計,2
8968,分段制,2
8969,分泌催,1
8970,分行電話,1
8971,分裂走,1
8972,分辨係,2
8973,分辨率顯,1
8974,分隔開,1
8975,切勿誤,1
8976,切嘅,2
8977,切底,1
8978,切快,1
8979,切想,1
8980,切感,1
8981,切正餐,1
8982,切程式,1
8983,切網,1
8984,切肥大,1
8985,切蛋,2
8986,切覺得,1
8987,切記,3
8988,切貨,2
8989,切輸,1
8990,切開,2
8991,切高通,1
8992,列入正常,1
8993,列入舊,2
8994,列出中國,1
8995,列出後,1
8996,列出牌子,1
8997,列出維,1
8998,列出缺,1
8999,列出錢,1
9000,列喎,1
9001,列強,3
9002,列為,2
9003,列移,1
9004,列舉,1
9005,刚发现,1
9006,刚好超,1
9007,刚看评测,1
9008,初一中國,1
9009,初一笨,1
9010,初入,1
9011,初入遊,1
9012,初出,2
9013,初初出,1
9014,初初果,1
9015,初初為,2
9016,初初由朋友,2
9017,初時,3
9018,初會,1
9019,初期登,1
9020,初果,1
9021,初果事,1
9022,初步感,1
9023,初為,1
9024,初見,1
9025,初試,1
9026,初買,1
9027,初轉,1
9028,初鐘意,1
9029,初體驗,2
9030,判左比,1
9031,判特朗普,1
9032,判維,1
9033,判處顛,1
9034,判頭,1
9035,別不大,7
9036,別不算,1
9037,別中國,1
9038,別事,1
9039,別事件,2
9040,別佢,1
9041,別例子,3
9042,別係,4
9043,別傻,1
9044,別公開,1
9045,別出,1
9046,別取,1
9047,別咪,1
9048,別售,1
9049,別問,2
9050,別喎,1
9051,別嘅,1
9052,別地方,1
9053,別字,2
9054,別少,1
9055,別尤,1
9056,別指指,1
9057,別於,4
9058,別明顯,1
9059,別更加,1
9060,別歧,1
9061,別為,2
9062,別熄,2
9063,別用到,1
9064,別發貨,1
9065,別真,2
9066,別系,1
9067,別膠,1
9068,別論,1
9069,別讓,1
9070,別貪,1
9071,別買,1
9072,別賺錢,1
9073,別轉,1
9074,別錢,1
9075,別錯,1
9076,別陸,1
9077,別雙,1
9078,別電話,1
9079,別領,1
9080,別鬧,2
9081,利一大,1
9082,利乜鬼,1
9083,利互,1
9084,利人民,1
9085,利問,1
9086,利增,1
9087,利害利害,1
9088,利害喎,2
9089,利少左,1
9090,利得税計,1
9091,利暗示,1
9092,利更大,1
9093,利果,1
9094,利比例,1
9095,利海,1
9096,利潤總,1
9097,利潤自然,1
9098,利潤轉,1
9099,利為,1
9100,利用假充,1
9101,利用安,1
9102,利用左人,1
9103,利用病人,1
9104,利用矛盾,3
9105,利用著,1
9106,利用面具,1
9107,利用香,1
9108,利申,6
9109,利申一直,1
9110,利申冇,1
9111,利申少,1
9112,利申快樂,1
9113,利申未,1
9114,利申用,1
9115,利申系,1
9116,利申緊,2
9117,利申訂,1
9118,利申路,1
9119,利畀,1
9120,利益主宰,2
9121,利益問,1
9122,利益當然,1
9123,利益著,1
9124,利益輸,1
9125,利稅,1
9126,利箱裝,2
9127,利老,1
9128,利費,6
9129,利電,1
9130,利麻,2
9131,刮痕週,1
9132,刮花,1
9133,到底係,1
9134,到底冇,1
9135,到底定,1
9136,到底運,1
9137,到手仔,1
9138,到手係,1
9139,到手添,1
9140,到手試,1
9141,到手軟,2
9142,到手類,1
9143,到期先,1
9144,到期否,1
9145,到期姐,1
9146,到期整,1
9147,到期續約,1
9148,制不同,1
9149,制做,1
9150,制停止,1
9151,制先,1
9152,制制,1
9153,制包,1
9154,制升,1
9155,制度基地,1
9156,制度規,1
9157,制度輕,2
9158,制式身份,1
9159,制後,16
9160,制成品加工,1
9161,制易,1
9162,制時,1
9163,制會,17
9164,制程,16
9165,制華,2
9166,制裁中國,1
9167,制裁罷買,1
9168,制裁食,1
9169,制裁香港,3
9170,制買,1
9171,制造中國,1
9172,制造便,1
9173,制造出口,1
9174,制造安全,1
9175,制造手,1
9176,制造時,1
9177,制造老底,1
9178,制造送,1
9179,制造電話,1
9180,制重,1
9181,制重新,1
9182,制隻,1
9183,制零件,1
9184,制音量,1
9185,制餘,1
9186,刷係,1
9187,刷新,2
9188,刷緊,1
9189,刷詐,1
9190,刷關卡拎,1
9191,刷階,2
9192,券想,1
9193,券賣,1
9194,刹手,1
9195,刺激取消,1
9196,刺激消,1
9197,刺激消费,1
9198,刺激陸經,1
9199,刺激黎又,3
9200,刻意拎,1
9201,刻意挑起,1
9202,刻直接,1
9203,刻竊,1
9204,刻系,1
9205,刻蔡依林,2
9206,刻薄街,1
9207,刻鐘,3
9208,則係,4
9209,則冇,1
9210,則別,1
9211,則可能,1
9212,則同步,1
9213,則吸引力,1
9214,則太少,1
9215,則徐,1
9216,則拖,1
9217,則捱,1
9218,則排,1
9219,則揸,1
9220,則搬,1
9221,則新,1
9222,則會,7
9223,則正,1
9224,則沒,1
9225,則痛苦,1
9226,則真,1
9227,則神,1
9228,則稱,1
9229,則緊,1
9230,則老尾,1
9231,則蘋,1
9232,則解,1
9233,則證,1
9234,則買,1
9235,則邊,1
9236,則開,1
9237,削工人,1
9238,削弱內,1
9239,剌死,2
9240,前一代,2
9241,前丁,3
9242,前中,1
9243,前中國,1
9244,前事,1
9245,前佢,1
9246,前係,4
9247,前俾,1
9248,前做,6
9249,前先,1
9250,前冇,2
9251,前前,1
9252,前升,1
9253,前咪,2
9254,前嘅,2
9255,前埋,1
9256,前堂同事,2
9257,前堂氹仔,1
9258,前奏音,1
9259,前威威,1
9260,前季,1
9261,前小心,1
9262,前左,2
9263,前已經,2
9264,前影,2
9265,前往綠色,2
9266,前後,6
9267,前愈,1
9268,前成班,1
9269,前戰,1
9270,前打字,1
9271,前换,2
9272,前排兄,2
9273,前排先,1
9274,前提係,1
9275,前收到,4
9276,前放,2
9277,前放大,1
9278,前時,2
9279,前晚,1
9280,前晚訂,1
9281,前暗,1
9282,前曰,1
9283,前會,1
9284,前月,1
9285,前正常,1
9286,前消息,1
9287,前產,1
9288,前發,2
9289,前發現,1
9290,前真系,5
9291,前私,1
9292,前端,5
9293,前節目,2
9294,前終預,1
9295,前置,3
9296,前聽,1
9297,前舖,1
9298,前蘋,1
9299,前行山,1
9300,前衛,1
9301,前解除,1
9302,前訂,1
9303,前註,3
9304,前請,1
9305,前議,1
9306,前貨,2
9307,前買,4
9308,前賣,1
9309,前走,1
9310,前途蘋,1
9311,前連,1
9312,前進,1
9313,前運,1
9314,前重,1
9315,前鏡,5
9316,前鏡頭,3
9317,前開,2
9318,前電,1
9319,前面加,1
9320,前面有空,1
9321,前面男人,1
9322,前食,2
9323,前體,2
9324,剔別,3
9325,剩下人生,1
9326,剩下突,1
9327,剩下筆,1
9328,剩下誌,1
9329,剩仲,1
9330,剩係,88
9331,剩做,1
9332,剩打出,1
9333,剩束箭,1
9334,剩果,3
9335,剩系,1
9336,剩餘,2
9337,剩香港,1
9338,剪包,2
9339,剪少少,1
9340,剪貼,1
9341,剪輯,2
9342,副主席仲申,1
9343,副歌戈,1
9344,副歌果,1
9345,副歌謝謝,1
9346,副歌部份,2
9347,割愛,1
9348,割版,1
9349,創造個人,1
9350,創造死,1
9351,創造空,1
9352,劇一屋,1
9353,劇來,1
9354,劇可能,1
9355,劇埸,2
9356,劇幸福,1
9357,劇情反,1
9358,劇時,1
9359,劇更,1
9360,劇版,3
9361,劇甘,2
9362,劇睇,2
9363,劇秘密,1
9364,劇節目,1
9365,劇聊,1
9366,劇行事,1
9367,劇裡,2
9368,劇謂,2
9369,劇近况,1
9370,劇這,1
9371,劇院,1
9372,劈求,1
9373,劈近,1
9374,劈願話買,1
9375,劉德華心肝,1
9376,劉德華新,1
9377,劉浩龍天使,1
9378,劉海好舊,1
9379,劉海接受,1
9380,劉華演唱,1
9381,劉華童,2
9382,劏俾,1
9383,劏利潤,1
9384,劏客,3
9385,劏房,1
9386,劏班,1
9387,劏著,1
9388,劏話,1
9389,劏走,1
9390,力上限,1
9391,力係,3
9392,力億,1
9393,力冇,1
9394,力再,1
9395,力力,2
9396,力加,1
9397,力告,1
9398,力咬,2
9399,力士皮野,1
9400,力士笨,1
9401,力展示,1
9402,力差距,1
9403,力心,1
9404,力快,2
9405,力愈,1
9406,力成本,1
9407,力拎,2
9408,力推,1
9409,力支持,1
9410,力果,2
9411,力武器,5
9412,力水,1
9413,力流,2
9414,力炸,1
9415,力為,2
9416,力特徵,1
9417,力表現,1
9418,力角逐,2
9419,力試,2
9420,力變,1
9421,力豐,1
9422,力購,1
9423,力越,1
9424,力返,2
9425,力透支,2
9426,力重要,2
9427,力量可能,2
9428,力量會,2
9429,力錯,1
9430,力門,1
9431,力隊,1
9432,力雖,1
9433,力高,1
9434,办法拎,1
9435,功亡,1
9436,功切,1
9437,功夫卡通,3
9438,功夫里,1
9439,功成,4
9440,功率輸,1
9441,功真,1
9442,功粉,2
9443,功績,2
9444,功能上去,1
9445,功能介,2
9446,功能佢,1
9447,功能係,1
9448,功能值,1
9449,功能先,2
9450,功能冇,17
9451,功能再加,2
9452,功能別,1
9453,功能卻,1
9454,功能咪,1
9455,功能嘅,2
9456,功能回,1
9457,功能外,1
9458,功能太,1
9459,功能好好,2
9460,功能差,2
9461,功能已經,1
9462,功能強,1
9463,功能慢,1
9464,功能成熟,72
9465,功能接,1
9466,功能操作,2
9467,功能是否,1
9468,功能普通人,1
9469,功能未,1
9470,功能未必,1
9471,功能根本,1
9472,功能正常,1
9473,功能比拼,1
9474,功能毫,1
9475,功能水深,2
9476,功能相差,1
9477,功能真,2
9478,功能知,1
9479,功能續,1
9480,功能解析,1
9481,功能詳,1
9482,功能買,1
9483,功能足,1
9484,功能迫切性,1
9485,功能追,1
9486,功能遠,1
9487,功能錯,1
9488,功能鎖,2
9489,功能開,2
9490,功能黎既,1
9491,功課,1
9492,加上佢,3
9493,加上係,1
9494,加上冇,1
9495,加上再加,1
9496,加上出,1
9497,加上去,1
9498,加上品牌,2
9499,加上嘅,2
9500,加上寒酸,1
9501,加上尾,1
9502,加上屏幕,1
9503,加上帝,1
9504,加上平昌,5
9505,加上想,1
9506,加上技,1
9507,加上政治,1
9508,加上沒有,1
9509,加上炒,1
9510,加上睇,1
9511,加上筆,1
9512,加上策略,1
9513,加上細,2
9514,加上蘋,1
9515,加上貴,1
9516,加上超,1
9517,加上辱,1
9518,加上部,1
9519,加上錢,1
9520,加上鎖,1
9521,加上香港,2
9522,加住址,1
9523,加個人,1
9524,加倍收,1
9525,加倍梗,1
9526,加做,1
9527,加先,5
9528,加入作,2
9529,加入双卡,1
9530,加入反,1
9531,加入口,1
9532,加入合,1
9533,加入左,1
9534,加入手,1
9535,加入新,1
9536,加入精英,1
9537,加入計,1
9538,加入軟體,2
9539,加入適,1
9540,加入陪,1
9541,加入雙,1
9542,加入電,1
9543,加再,2
9544,加再加,1
9545,加出,3
9546,加出口,1
9547,加功能,2
9548,加加,3
9549,加升,1
9550,加卡,1
9551,加厚超重,1
9552,加反正,2
9553,加取,1
9554,加口罩,72
9555,加合,1
9556,加埋,86
9557,加大依家,1
9558,加大係,1
9559,加大同,1
9560,加大外,1
9561,加大產,1
9562,加大稀土,1
9563,加大聆,1
9564,加大腩,2
9565,加大芒,1
9566,加字,2
9567,加官方,1
9568,加定,1
9569,加密有得,1
9570,加密談話,1
9571,加密通,1
9572,加小朋友,1
9573,加小米,1
9574,加州矽,1
9575,加州總,1
9576,加州豬,1
9577,加工來,1
9578,加工散件,1
9579,加工費,1
9580,加左,4
9581,加左右,1
9582,加左都,1
9583,加已有,1
9584,加已經,1
9585,加建,1
9586,加張,1
9587,加張外,1
9588,加張數,1
9589,加張次,1
9590,加強,6
9591,加微信,1
9592,加快,1
9593,加快上海,2
9594,加快分散,1
9595,加快搬走,2
9596,加性,1
9597,加成,5
9598,加打洞,1
9599,加拿大出,3
9600,加拿大旅,1
9601,加拿大間,1
9602,加持這項,1
9603,加捷,1
9604,加推,1
9605,加收理由,1
9606,加收關,1
9607,加數,1
9608,加料,2
9609,加方法,2
9610,加旁,1
9611,加時,3
9612,加月,2
9613,加未成熟,1
9614,加果一年,1
9615,加檔,1
9616,加檬,1
9617,加水,2
9618,加油練,1
9619,加活,3
9620,加深中,1
9621,加減,1
9622,加熱,5
9623,加狗,1
9624,加班豪,1
9625,加班費,2
9626,加班開,1
9627,加監,2
9628,加睇,1
9629,加研,2
9630,加碼,2
9631,加稅,3
9632,加簽,6
9633,加細,1
9634,加組合,1
9635,加線,2
9636,加聽,1
9637,加能量,2
9638,加自由,1
9639,加舊,1
9640,加苦,2
9641,加草,1
9642,加蚊,10
9643,加蛋,2
9644,加觀,1
9645,加註,1
9646,加買,4
9647,加費簽,1
9648,加賤,1
9649,加賴,1
9650,加跌,1
9651,加轉,1
9652,加返,7
9653,加送,2
9654,加透明,1
9655,加通,1
9656,加速係,1
9657,加速出走,1
9658,加速外,1
9659,加速建,1
9660,加速快,2
9661,加速撤走,1
9662,加速時,1
9663,加速正,2
9664,加速爆,1
9665,加速爽,1
9666,加速盡,1
9667,加速真,1
9668,加速落,2
9669,加速送,1
9670,加速逃,2
9671,加速鐘,2
9672,加速鐘好爽,1
9673,加速間,1
9674,加速電,1
9675,加連結網頁,1
9676,加進,1
9677,加配件,1
9678,加重負,1
9679,加錢,8
9680,加錢買,3
9681,加鐵絲,1
9682,加長,3
9683,加開,2
9684,加關,2
9685,加隧道,1
9686,加隻,3
9687,加雙,2
9688,加雙鏡頭,1
9689,加電話,1
9690,加需要,1
9691,加預,1
9692,加香港,2
9693,加黎出,1
9694,加黑,72
9695,加黑色,1
9696,劣於,1
9697,助使用,2
9698,助將,1
9699,助技,1
9700,助教練,17
9701,助炒,1
9702,助理提,1
9703,助短片,1
9704,助長,1
9705,助養,1
9706,助香港,1
9707,努力中,1
9708,努力工作還,1
9709,努力左一段,1
9710,努力支持,1
9711,努力放屁,2
9712,努力最好,1
9713,努力洗,2
9714,努力連,2
9715,劫中國,1
9716,劫財,1
9717,勃向上,1
9718,勇兄,2
9719,勇可嘉,2
9720,勇士出,2
9721,勇沒,1
9722,勇網絡,3
9723,勇試,2
9724,勇顧,1
9725,勉強,2
9726,勉强算上,1
9727,動作打印,1
9728,勝供,1
9729,勝利,3
9730,勝力,1
9731,勝屏幕,1
9732,勝市,1
9733,勝新,1
9734,勝於,4
9735,勝服,1
9736,勝洗,1
9737,勝籌,1
9738,勝細,1
9739,勝舊,1
9740,勝色,1
9741,勝誰負,1
9742,勝負,2
9743,勝身,2
9744,勝輕,1
9745,勝麒麟,1
9746,勤力冇,2
9747,勤力聰,1
9748,勤工,1
9749,勤聰,1
9750,勺病,1
9751,勾左時,1
9752,勾結,5
9753,勿嗌,1
9754,勿插,1
9755,勿觸,1
9756,勿近,1
9757,包一手,1
9758,包一次爆,1
9759,包一玻璃,1
9760,包乜,1
9761,包介紹,2
9762,包係,1
9763,包先,3
9764,包全收,1
9765,包出,3
9766,包出口,1
9767,包別,1
9768,包剪,3
9769,包功能,1
9770,包包,4
9771,包埋,2
9772,包大方送,2
9773,包富士康,1
9774,包左,8
9775,包左人地,1
9776,包庇民主,5
9777,包後,1
9778,包恐怕,1
9779,包成功解,1
9780,包手袋,1
9781,包括三大,1
9782,包括中國,1
9783,包括二叔,1
9784,包括信用卡,1
9785,包括入,1
9786,包括內,2
9787,包括全,1
9788,包括埋,1
9789,包括平,9
9790,包括新,1
9791,包括旅行,1
9792,包括更高,1
9793,包括毒,1
9794,包括發,2
9795,包括舊,1
9796,包括苹,5
9797,包括裝,1
9798,包括通,1
9799,包括鐵,2
9800,包括電腦,1
9801,包支付,2
9802,包无奈,1
9803,包更新,1
9804,包有三完就洗,1
9805,包為,60
9806,包熱,3
9807,包省,1
9808,包究竟,1
9809,包膜芒,1
9810,包膠,2
9811,包花生,1
9812,包袱返,1
9813,包装翻新,1
9814,包裝,10
9815,包裹郵,1
9816,包解,1
9817,包賣,1
9818,包達,1
9819,包還,1
9820,包郵,3
9821,包金鑽,1
9822,包陸,1
9823,包隻,1
9824,包雞,1
9825,包電話費,1
9826,包頭,2
9827,包香港,1
9828,化中,2
9829,化做,3
9830,化先,1
9831,化公仔,2
9832,化地中海,1
9833,化完,1
9834,化已經,1
9835,化成,1
9836,化手,1
9837,化淘汰,1
9838,化為,2
9839,化版,3
9840,化生,1
9841,化粗,1
9842,化腐朽,1
9843,化解夜尿,2
9844,化講,1
9845,化選,1
9846,化錢買,1
9847,化電,1
9848,化食,1
9849,北京三里屯,1
9850,北京政府,1
9851,北京會,1
9852,北京話,1
9853,北京運緊,1
9854,北仲,1
9855,北出,1
9856,北取,1
9857,北姑,1
9858,北已經,1
9859,北整,1
9860,北海世,2
9861,北海道後,1
9862,北相熟,1
9863,北舖,1
9864,北蚊,1
9865,北跌破,1
9866,北路放,2
9867,北遠,1
9868,匙羹,1
9869,区别推力,1
9870,匿名好友,1
9871,匿埋,2
9872,匿深山,1
9873,十佳智,1
9874,十元陸,2
9875,十分划算,1
9876,十分愉快,1
9877,十分抵,1
9878,十分明顯,2
9879,十分清晰,1
9880,十分認,1
9881,十分貼,1
9882,十分赞成,1
9883,十分重要,2
9884,十分體,1
9885,十分高昂,1
9886,千方百计阻止,1
9887,千足金做,1
9888,升上去,4
9889,升不能,1
9890,升中,1
9891,升中國,1
9892,升仲,1
9893,升住,3
9894,升再,1
9895,升升,3
9896,升哂,1
9897,升喎,1
9898,升坑,1
9899,升城,3
9900,升城堡,2
9901,升堡,1
9902,升完,1
9903,升宜家,1
9904,升左,15
9905,升左上,1
9906,升左甘,1
9907,升左级,1
9908,升後,1
9909,升愛,1
9910,升慢,1
9911,升成,1
9912,升戰,2
9913,升排名,1
9914,升最高,1
9915,升會,2
9916,升橙,1
9917,升法,1
9918,升甘快,1
9919,升真,1
9920,升級,46
9921,升緊,3
9922,升職,2
9923,升萬,3
9924,升解,2
9925,升詐,1
9926,升課,1
9927,升諗,1
9928,升變,1
9929,升跌,2
9930,升輸,1
9931,升返,1
9932,升限,1
9933,升隻,1
9934,升難,1
9935,升魔物,1
9936,升麻,2
9937,午安,35
9938,午安同,2
9939,午飯,3
9940,午餐收工,2
9941,午餐時,3
9942,午餐未,2
9943,午餐肉歌,1
9944,半熟雨,2
9945,华为出,1
9946,华为区,1
9947,华为喜笑颜开,1
9948,华为广告,2
9949,华为形成,1
9950,华为机,1
9951,华为波,1
9952,华为谢,1
9953,华婶球,1
9954,华强已经,1
9955,卑視,1
9956,卒乜,1
9957,卓越遊,2
9958,单卡冇,1
9959,卖入货,1
9960,卖数码,1
9961,卖美国,1
9962,卖血,1
9963,卖走,1
9964,南山益,1
9965,南美再,1
9966,南非生,1
9967,南非造,1
9968,博冇,1
9969,博別,1
9970,博同情,1
9971,博嘅,2
9972,博物館,4
9973,卜八達,1
9974,卜小米,1
9975,卜未,1
9976,占一大,1
9977,占卜水晶,2
9978,占很大,1
9979,卡中,3
9980,卡中國,1
9981,卡主,1
9982,卡乜,5
9983,卡事,3
9984,卡什,1
9985,卡仍然,1
9986,卡仲,17
9987,卡仲有,1
9988,卡位設計,1
9989,卡住左,1
9990,卡佢,1
9991,卡來,1
9992,卡便,1
9993,卡係,13
9994,卡信用卡,1
9995,卡做,3
9996,卡做主,1
9997,卡做到,1
9998,卡先,3
9999,卡入,2
10000,卡全球通,1
10001,卡其係,1
10002,卡其費,1
10003,卡冇,6
10004,卡再加,1
10005,卡出,7
10006,卡出事,1
10007,卡劇,2
10008,卡功能,4
10009,卡加,2
10010,卡加大,1
10011,卡包括,1
10012,卡卡,5
10013,卡卡變,1
10014,卡只能,2
10015,卡可用,1
10016,卡咪,1
10017,卡問,2
10018,卡喎,2
10019,卡喺,1
10020,卡回,3
10021,卡地方,1
10022,卡外地,1
10023,卡好似,2
10024,卡安全,1
10025,卡左,3
10026,卡已經,1
10027,卡市,1
10028,卡希望,1
10029,卡帶,2
10030,卡平多,1
10031,卡待定,1
10032,卡後,2
10033,卡必要,1
10034,卡感,1
10035,卡手,1
10036,卡拉房,1
10037,卡指定,1
10038,卡接收,1
10039,卡提供,1
10040,卡插,1
10041,卡放在,1
10042,卡放送,2
10043,卡数,2
10044,卡數,5
10045,卡新,2
10046,卡於,2
10047,卡時,1
10048,卡普通,1
10049,卡智,1
10050,卡會,1
10051,卡有可能,1
10052,卡有用,1
10053,卡未,2
10054,卡槽,2
10055,卡正常,1
10056,卡沒,1
10057,卡沒有,2
10058,卡港,1
10059,卡漫,1
10060,卡漫游,1
10061,卡為,6
10062,卡熄,1
10063,卡爆,1
10064,卡版本,1
10065,卡特別,2
10066,卡甘,2
10067,卡當然,1
10068,卡登,1
10069,卡真,2
10070,卡睇,1
10071,卡知,1
10072,卡確,1
10073,卡碼,1
10074,卡禮,1
10075,卡移,1
10076,卡積,1
10077,卡算,1
10078,卡簡,1
10079,卡簽,1
10080,卡糟,1
10081,卡系,1
10082,卡經,1
10083,卡經驗,1
10084,卡網,5
10085,卡線,1
10086,卡耐,1
10087,卡联通,1
10088,卡聯,2
10089,卡肯定,1
10090,卡蚊,1
